geoid,State,age,season,MMWR Year/Week,Deaths from influenza
State,Missouri,All,2010-11,201043,0
State,Arkansas,All,2010-11,201112,0
Region,NA,All,2010-11,201127,0
State,District of Columbia,All,2010-11,201044,0
Region,NA,All,2010-11,201040,0
State,Arizona,All,2010-11,201121,0
National,NA,0-17 years,2010-11,201127,0
State,Pennsylvania,All,2010-11,201108,0
State,Colorado,All,2010-11,201137,0
State,Indiana,All,2010-11,201130,0
Region,NA,All,2010-11,201046,0
Region,NA,All,2010-11,201138,0
State,Delaware,All,2010-11,201107,0
State,Montana,All,2010-11,201135,0
State,Alaska,All,2010-11,201126,0
State,Pennsylvania,All,2010-11,201113,0
State,Mississippi,All,2010-11,201102,0
State,Wyoming,All,2010-11,201042,0
State,Georgia,All,2010-11,201109,0
State,Montana,All,2010-11,201136,0
Region,NA,All,2010-11,201046,0
State,Delaware,All,2010-11,201118,0
State,Minnesota,All,2010-11,201119,0
State,New Hampshire,All,2010-11,201043,0
State,Kansas,All,2010-11,201128,0
Region,NA,All,2010-11,201106,9
Region,NA,All,2010-11,201125,1
State,Kansas,All,2010-11,201121,0
State,California,All,2010-11,201132,0
State,Delaware,All,2010-11,201134,0
Region,NA,All,2010-11,201040,0
Region,NA,All,2010-11,201128,0
National,NA,65 years and older,2010-11,201040,2
State,Alaska,All,2010-11,201125,0
State,New York City,All,2010-11,201045,0
State,Texas,All,2010-11,201136,0
Region,NA,All,2010-11,201107,10
State,North Carolina,All,2010-11,201127,0
State,Michigan,All,2010-11,201107,0
Region,NA,All,2010-11,201108,6
State,Ohio,All,2010-11,201118,0
State,South Carolina,All,2010-11,201112,0
State,Tennessee,All,2010-11,201126,0
State,Oregon,All,2010-11,201042,0
Region,NA,All,2010-11,201124,0
State,Delaware,All,2010-11,201043,0
Region,NA,All,2010-11,201128,0
State,Alabama,All,2010-11,201114,0
State,New Jersey,All,2010-11,201050,0
State,Rhode Island,All,2010-11,201123,0
Region,NA,All,2010-11,201133,0
State,Montana,All,2010-11,201102,0
State,Utah,All,2010-11,201121,0
Region,NA,All,2010-11,201109,11
State,Nevada,All,2010-11,201101,0
State,Nebraska,All,2010-11,201117,0
State,Pennsylvania,All,2010-11,201126,0
State,Pennsylvania,All,2010-11,201043,0
State,Arkansas,All,2010-11,201134,0
State,Texas,All,2010-11,201139,0
State,Arkansas,All,2010-11,201127,0
National,NA,65 years and older,2010-11,201101,36
State,Utah,All,2010-11,201102,0
State,Florida,All,2010-11,201121,0
State,Nevada,All,2010-11,201116,0
State,Louisiana,All,2010-11,201108,0
State,Maine,All,2010-11,201103,0
State,Vermont,All,2010-11,201108,0
State,Texas,All,2010-11,201044,0
State,Georgia,All,2010-11,201117,0
State,Rhode Island,All,2010-11,201130,0
State,Florida,All,2010-11,201129,0
State,District of Columbia,All,2010-11,201043,0
State,Ohio,All,2010-11,201041,0
State,South Dakota,All,2010-11,201105,0
National,NA,18-64 years,2010-11,201107,76
Region,NA,All,2010-11,201137,0
State,Kansas,All,2010-11,201123,0
State,New Mexico,All,2010-11,201131,0
State,Pennsylvania,All,2010-11,201136,0
State,Georgia,All,2010-11,201107,0
State,Hawaii,All,2010-11,201128,0
State,Louisiana,All,2010-11,201122,0
Region,NA,All,2010-11,201042,1
State,Utah,All,2010-11,201122,0
State,Florida,All,2010-11,201139,0
State,Wyoming,All,2010-11,201116,0
State,Arkansas,All,2010-11,201115,0
State,Delaware,All,2010-11,201105,0
State,Wisconsin,All,2010-11,201138,0
National,NA,18-64 years,2010-11,201132,1
Region,NA,All,2010-11,201109,35
State,Wisconsin,All,2010-11,201129,0
State,Kansas,All,2010-11,201111,0
State,Nebraska,All,2010-11,201050,0
Region,NA,All,2010-11,201040,0
State,Wyoming,All,2010-11,201139,0
State,Nebraska,All,2010-11,201049,0
State,New Mexico,All,2010-11,201122,0
State,Louisiana,All,2010-11,201109,0
State,Arizona,All,2010-11,201104,0
Region,NA,All,2010-11,201134,0
State,Illinois,All,2010-11,201051,0
State,New York,All,2010-11,201110,0
State,Illinois,All,2010-11,201117,0
State,Kansas,All,2010-11,201052,0
State,Massachusetts,All,2010-11,201050,0
National,NA,0-17 years,2010-11,201104,10
State,South Dakota,All,2010-11,201131,0
Region,NA,All,2010-11,201051,0
State,Rhode Island,All,2010-11,201136,0
State,Michigan,All,2010-11,201137,0
State,Mississippi,All,2010-11,201111,0
State,West Virginia,All,2010-11,201136,0
State,Arkansas,All,2010-11,201043,0
State,Nebraska,All,2010-11,201116,0
State,Idaho,All,2010-11,201110,0
State,Minnesota,All,2010-11,201113,0
State,Alaska,All,2010-11,201133,0
State,New Mexico,All,2010-11,201042,0
Region,NA,All,2010-11,201137,0
State,California,All,2010-11,201108,0
State,Idaho,All,2010-11,201116,0
State,Pennsylvania,All,2010-11,201119,0
State,Hawaii,All,2010-11,201116,0
State,Massachusetts,All,2010-11,201126,0
State,Georgia,All,2010-11,201137,0
Region,NA,All,2010-11,201129,1
Region,NA,All,2010-11,201139,0
State,Minnesota,All,2010-11,201041,0
State,Nevada,All,2010-11,201119,0
State,Pennsylvania,All,2010-11,201138,0
Region,NA,All,2010-11,201047,0
State,Alaska,All,2010-11,201116,0
State,Oklahoma,All,2010-11,201125,0
State,South Dakota,All,2010-11,201115,0
State,Indiana,All,2010-11,201119,0
State,Utah,All,2010-11,201124,0
State,Nebraska,All,2010-11,201040,0
State,Georgia,All,2010-11,201103,0
Region,NA,All,2010-11,201134,1
State,Mississippi,All,2010-11,201134,0
State,Utah,All,2010-11,201052,0
State,Colorado,All,2010-11,201114,0
National,NA,0-17 years,2010-11,201046,1
State,Kansas,All,2010-11,201044,0
State,Alabama,All,2010-11,201048,0
State,Tennessee,All,2010-11,201106,0
Region,NA,All,2010-11,201101,1
State,Georgia,All,2010-11,201123,0
State,Arkansas,All,2010-11,201133,0
State,Tennessee,All,2010-11,201133,0
State,Wyoming,All,2010-11,201126,0
State,Colorado,All,2010-11,201117,0
State,Hawaii,All,2010-11,201102,0
State,Massachusetts,All,2010-11,201047,0
Region,NA,All,2010-11,201106,5
State,Virginia,All,2010-11,201043,0
State,Georgia,All,2010-11,201050,0
State,Nebraska,All,2010-11,201044,0
State,Arkansas,All,2010-11,201126,0
State,New Hampshire,All,2010-11,201051,0
State,Virginia,All,2010-11,201132,0
State,Delaware,All,2010-11,201123,0
State,Connecticut,All,2010-11,201137,0
State,Arkansas,All,2010-11,201045,0
Region,NA,All,2010-11,201113,2
National,NA,18-64 years,2010-11,201126,2
National,NA,All,2010-11,201125,2
State,New Hampshire,All,2010-11,201101,0
State,Oklahoma,All,2010-11,201115,0
State,Montana,All,2010-11,201113,0
State,Ohio,All,2010-11,201128,0
State,Delaware,All,2010-11,201108,0
State,Ohio,All,2010-11,201127,0
Region,NA,All,2010-11,201127,0
State,New York City,All,2010-11,201135,0
State,Indiana,All,2010-11,201126,0
State,Massachusetts,All,2010-11,201042,0
State,Arkansas,All,2010-11,201139,0
State,Delaware,All,2010-11,201125,0
State,New York,All,2010-11,201040,0
Region,NA,All,2010-11,201043,1
National,NA,0-17 years,2010-11,201110,7
Region,NA,All,2010-11,201045,0
Region,NA,All,2010-11,201101,4
State,Nebraska,All,2010-11,201138,0
State,Iowa,All,2010-11,201104,0
State,New Jersey,All,2010-11,201041,0
State,Florida,All,2010-11,201122,0
State,Florida,All,2010-11,201126,0
State,District of Columbia,All,2010-11,201102,0
State,North Dakota,All,2010-11,201043,0
Region,NA,All,2010-11,201120,0
State,Massachusetts,All,2010-11,201124,0
National,NA,All,2010-11,201109,183
State,Mississippi,All,2010-11,201101,0
Region,NA,All,2010-11,201131,1
State,Mississippi,All,2010-11,201115,0
State,Washington,All,2010-11,201046,0
State,Iowa,All,2010-11,201045,0
National,NA,65 years and older,2010-11,201136,1
State,Rhode Island,All,2010-11,201131,0
State,Wyoming,All,2010-11,201045,0
State,Kansas,All,2010-11,201103,0
State,Idaho,All,2010-11,201134,0
State,Virginia,All,2010-11,201125,0
State,New Mexico,All,2010-11,201133,0
Region,NA,All,2010-11,201138,0
State,Missouri,All,2010-11,201131,0
State,Arkansas,All,2010-11,201111,0
State,Utah,All,2010-11,201049,0
State,Michigan,All,2010-11,201046,0
State,Connecticut,All,2010-11,201104,0
State,Ohio,All,2010-11,201043,0
State,New York City,All,2010-11,201124,0
State,South Carolina,All,2010-11,201119,0
State,Alabama,All,2010-11,201121,0
State,Louisiana,All,2010-11,201139,0
State,Nebraska,All,2010-11,201114,0
Region,NA,All,2010-11,201131,0
State,Delaware,All,2010-11,201128,0
State,Vermont,All,2010-11,201130,0
State,California,All,2010-11,201102,0
State,California,All,2010-11,201127,0
Region,NA,All,2010-11,201109,7
State,Wisconsin,All,2010-11,201045,0
Region,NA,All,2010-11,201120,2
National,NA,65 years and older,2010-11,201118,8
State,Idaho,All,2010-11,201041,0
State,Delaware,All,2010-11,201045,0
State,New Mexico,All,2010-11,201052,0
State,West Virginia,All,2010-11,201046,0
Region,NA,All,2010-11,201047,0
State,Louisiana,All,2010-11,201137,0
Region,NA,All,2010-11,201132,1
State,New York City,All,2010-11,201132,0
State,Pennsylvania,All,2010-11,201101,0
State,Maine,All,2010-11,201136,0
State,New Jersey,All,2010-11,201123,0
State,Tennessee,All,2010-11,201105,0
State,Maryland,All,2010-11,201128,0
State,Indiana,All,2010-11,201139,0
State,Louisiana,All,2010-11,201042,0
State,Illinois,All,2010-11,201047,0
Region,NA,All,2010-11,201044,0
State,Utah,All,2010-11,201116,0
State,Pennsylvania,All,2010-11,201127,0
Region,NA,All,2010-11,201105,12
State,District of Columbia,All,2010-11,201103,0
State,Washington,All,2010-11,201130,0
State,Oklahoma,All,2010-11,201108,0
State,New Hampshire,All,2010-11,201102,0
State,Kentucky,All,2010-11,201109,0
State,North Dakota,All,2010-11,201117,0
State,Oklahoma,All,2010-11,201123,0
State,California,All,2010-11,201049,0
State,Minnesota,All,2010-11,201118,0
State,Nevada,All,2010-11,201137,0
National,NA,0-17 years,2010-11,201117,2
State,North Dakota,All,2010-11,201135,0
State,Wyoming,All,2010-11,201131,0
Region,NA,All,2010-11,201051,0
State,Oregon,All,2010-11,201133,0
State,Ohio,All,2010-11,201047,0
State,Texas,All,2010-11,201121,0
Region,NA,All,2010-11,201128,1
State,Hawaii,All,2010-11,201123,0
State,Florida,All,2010-11,201138,0
State,Idaho,All,2010-11,201101,0
State,Wyoming,All,2010-11,201043,0
State,Montana,All,2010-11,201122,0
State,New Jersey,All,2010-11,201052,0
State,New Jersey,All,2010-11,201125,0
National,NA,65 years and older,2010-11,201051,7
State,New Mexico,All,2010-11,201117,0
State,Massachusetts,All,2010-11,201041,0
State,Nevada,All,2010-11,201121,0
State,Idaho,All,2010-11,201115,0
State,Oklahoma,All,2010-11,201132,0
State,Kansas,All,2010-11,201114,0
State,Wisconsin,All,2010-11,201041,0
State,South Carolina,All,2010-11,201124,0
State,Ohio,All,2010-11,201136,0
State,Pennsylvania,All,2010-11,201129,0
State,Georgia,All,2010-11,201052,0
State,Kentucky,All,2010-11,201103,0
State,Virginia,All,2010-11,201109,0
State,Maryland,All,2010-11,201130,0
State,New Mexico,All,2010-11,201134,0
State,Mississippi,All,2010-11,201040,0
State,Missouri,All,2010-11,201108,0
State,Pennsylvania,All,2010-11,201134,0
State,New Jersey,All,2010-11,201040,0
State,Minnesota,All,2010-11,201130,0
State,Indiana,All,2010-11,201112,0
State,Idaho,All,2010-11,201118,0
Region,NA,All,2010-11,201127,0
National,NA,All,2010-11,201048,9
State,South Dakota,All,2010-11,201046,0
State,Vermont,All,2010-11,201114,0
State,West Virginia,All,2010-11,201045,0
State,Missouri,All,2010-11,201042,0
State,North Dakota,All,2010-11,201129,0
State,Massachusetts,All,2010-11,201110,0
State,Massachusetts,All,2010-11,201115,0
State,Louisiana,All,2010-11,201114,0
State,Wyoming,All,2010-11,201049,0
State,Wisconsin,All,2010-11,201122,0
State,West Virginia,All,2010-11,201131,0
State,South Carolina,All,2010-11,201108,0
State,Nebraska,All,2010-11,201051,0
National,NA,0-17 years,2010-11,201129,0
State,Indiana,All,2010-11,201051,0
Region,NA,All,2010-11,201102,6
State,Tennessee,All,2010-11,201118,0
State,Kentucky,All,2010-11,201101,0
State,Texas,All,2010-11,201124,0
Region,NA,All,2010-11,201107,25
State,Ohio,All,2010-11,201110,0
Region,NA,All,2010-11,201137,0
State,Florida,All,2010-11,201108,0
State,North Carolina,All,2010-11,201105,0
State,Vermont,All,2010-11,201042,0
Region,NA,All,2010-11,201119,0
State,Montana,All,2010-11,201047,0
National,NA,65 years and older,2010-11,201127,0
State,Massachusetts,All,2010-11,201105,0
State,Rhode Island,All,2010-11,201120,0
State,South Dakota,All,2010-11,201135,0
State,South Dakota,All,2010-11,201138,0
Region,NA,All,2010-11,201135,0
State,Maryland,All,2010-11,201139,0
State,Colorado,All,2010-11,201113,0
State,District of Columbia,All,2010-11,201124,0
State,Texas,All,2010-11,201112,0
Region,NA,All,2010-11,201048,3
State,Colorado,All,2010-11,201044,0
State,Michigan,All,2010-11,201135,0
State,Hawaii,All,2010-11,201131,0
State,Connecticut,All,2010-11,201052,0
State,Oklahoma,All,2010-11,201111,0
State,Oregon,All,2010-11,201130,0
State,Wyoming,All,2010-11,201050,0
Region,NA,All,2010-11,201108,30
State,Maryland,All,2010-11,201103,0
State,Colorado,All,2010-11,201123,0
National,NA,0-17 years,2010-11,201113,0
Region,NA,All,2010-11,201122,0
State,Vermont,All,2010-11,201044,0
Region,NA,All,2010-11,201137,0
State,Kansas,All,2010-11,201124,0
State,Wisconsin,All,2010-11,201109,0
National,NA,0-17 years,2010-11,201114,1
State,Mississippi,All,2010-11,201127,0
State,Nebraska,All,2010-11,201139,0
State,Georgia,All,2010-11,201112,0
Region,NA,All,2010-11,201044,0
National,NA,18-64 years,2010-11,201114,28
State,Oklahoma,All,2010-11,201050,0
Region,NA,All,2010-11,201110,9
State,Iowa,All,2010-11,201128,0
State,Wisconsin,All,2010-11,201114,0
State,Kentucky,All,2010-11,201136,0
State,Wisconsin,All,2010-11,201125,0
State,Arizona,All,2010-11,201127,0
State,Washington,All,2010-11,201050,0
Region,NA,All,2010-11,201051,5
State,Texas,All,2010-11,201106,0
State,New Mexico,All,2010-11,201104,0
Region,NA,All,2010-11,201041,3
Region,NA,All,2010-11,201104,2
National,NA,18-64 years,2010-11,201045,0
State,Tennessee,All,2010-11,201114,0
State,Alaska,All,2010-11,201130,0
State,Connecticut,All,2010-11,201047,0
State,California,All,2010-11,201126,0
State,Minnesota,All,2010-11,201115,0
State,Louisiana,All,2010-11,201134,0
State,Arizona,All,2010-11,201133,0
Region,NA,All,2010-11,201134,1
National,NA,All,2010-11,201051,18
State,Wisconsin,All,2010-11,201131,0
State,Mississippi,All,2010-11,201139,0
Region,NA,All,2010-11,201130,0
State,Utah,All,2010-11,201131,0
State,Virginia,All,2010-11,201050,0
State,South Carolina,All,2010-11,201139,0
State,New York City,All,2010-11,201137,0
State,North Carolina,All,2010-11,201046,0
Region,NA,All,2010-11,201119,0
State,Louisiana,All,2010-11,201128,0
State,Kansas,All,2010-11,201133,0
Region,NA,All,2010-11,201048,0
State,Wisconsin,All,2010-11,201107,0
State,New York City,All,2010-11,201043,0
State,New Jersey,All,2010-11,201138,0
State,Wisconsin,All,2010-11,201124,0
National,NA,0-17 years,2010-11,201107,9
State,Hawaii,All,2010-11,201136,0
State,New Hampshire,All,2010-11,201105,0
State,West Virginia,All,2010-11,201127,0
State,Connecticut,All,2010-11,201103,0
State,New Mexico,All,2010-11,201103,0
State,Mississippi,All,2010-11,201106,0
Region,NA,All,2010-11,201114,7
Region,NA,All,2010-11,201116,3
State,Mississippi,All,2010-11,201136,0
National,NA,0-17 years,2010-11,201119,1
State,Alabama,All,2010-11,201105,0
State,Oklahoma,All,2010-11,201117,0
State,Maine,All,2010-11,201108,0
State,Missouri,All,2010-11,201134,0
State,South Dakota,All,2010-11,201125,0
State,New Jersey,All,2010-11,201111,0
State,Ohio,All,2010-11,201116,0
State,West Virginia,All,2010-11,201101,0
State,Connecticut,All,2010-11,201134,0
National,NA,0-17 years,2010-11,201043,0
State,Indiana,All,2010-11,201115,0
State,Tennessee,All,2010-11,201104,0
State,Georgia,All,2010-11,201129,0
State,Minnesota,All,2010-11,201131,0
State,New Jersey,All,2010-11,201102,0
State,Minnesota,All,2010-11,201047,0
State,Indiana,All,2010-11,201114,0
State,Montana,All,2010-11,201045,0
Region,NA,All,2010-11,201123,1
National,NA,All,2010-11,201046,9
State,Alabama,All,2010-11,201118,0
State,New York,All,2010-11,201103,0
State,Mississippi,All,2010-11,201120,0
State,Hawaii,All,2010-11,201138,0
State,Nebraska,All,2010-11,201115,0
State,Hawaii,All,2010-11,201051,0
National,NA,65 years and older,2010-11,201045,2
National,NA,0-17 years,2010-11,201102,3
State,Nebraska,All,2010-11,201127,0
State,New Mexico,All,2010-11,201110,0
State,Rhode Island,All,2010-11,201105,0
State,Washington,All,2010-11,201043,0
National,NA,0-17 years,2010-11,201123,0
State,Vermont,All,2010-11,201129,0
State,Nevada,All,2010-11,201050,0
State,Illinois,All,2010-11,201043,0
National,NA,All,2010-11,201124,5
State,Pennsylvania,All,2010-11,201137,0
Region,NA,All,2010-11,201121,0
State,Virginia,All,2010-11,201127,0
State,Montana,All,2010-11,201109,0
State,Montana,All,2010-11,201138,0
State,Maryland,All,2010-11,201125,0
State,Utah,All,2010-11,201138,0
State,Delaware,All,2010-11,201103,0
State,Washington,All,2010-11,201126,0
Region,NA,All,2010-11,201113,6
State,South Carolina,All,2010-11,201105,0
State,Maine,All,2010-11,201123,0
State,Florida,All,2010-11,201046,0
State,Texas,All,2010-11,201042,0
State,Wyoming,All,2010-11,201118,0
State,Iowa,All,2010-11,201048,0
State,Iowa,All,2010-11,201105,0
State,Missouri,All,2010-11,201103,0
State,Connecticut,All,2010-11,201129,0
Region,NA,All,2010-11,201121,1
State,Maryland,All,2010-11,201112,0
State,Alaska,All,2010-11,201052,0
State,New York City,All,2010-11,201119,0
State,Vermont,All,2010-11,201043,0
State,Nevada,All,2010-11,201046,0
Region,NA,All,2010-11,201130,1
State,South Carolina,All,2010-11,201113,0
State,Missouri,All,2010-11,201114,0
State,Wisconsin,All,2010-11,201040,0
State,Oregon,All,2010-11,201040,0
State,Indiana,All,2010-11,201113,0
State,Kansas,All,2010-11,201046,0
State,Arizona,All,2010-11,201107,0
State,Nebraska,All,2010-11,201111,0
State,Rhode Island,All,2010-11,201132,0
State,Missouri,All,2010-11,201120,0
State,Massachusetts,All,2010-11,201051,0
State,California,All,2010-11,201131,0
